"x","y","class","post"
-180,66,4,0.9999
-180,68,4,1
-178,66,4,1
-178,68,4,1
-176,66,4,1
-174,66,4,0.9999
-172,66,4,0.9999
-166,60,4,0.88
-166,66,4,0.9947
-164,60,4,0.8863
-164,62,4,0.8843
-164,66,4,0.9848
-164,68,4,1
-162,60,4,0.713
-162,62,4,0.7998
-162,66,4,0.9417
-162,68,4,1
-162,70,4,1
-160,56,5,0.8841
-160,60,4,0.57
-160,62,5,0.6918
-160,64,4,0.5981
-160,66,4,0.8565
-160,68,4,0.9999
-160,70,4,1
-158,60,5,0.6171
-158,62,5,0.7408
-158,64,5,0.6684
-158,66,4,0.7947
-158,68,4,0.9999
-158,70,4,1
-156,58,5,0.8125
-156,60,5,0.684
-156,62,5,0.8265
-156,64,5,0.8273
-156,66,4,0.7078
-156,68,4,1
-156,70,4,1
-154,60,5,0.6222
-154,62,4,0.7192
-154,64,5,0.876
-154,66,4,0.7973
-154,68,4,0.9999
-154,70,4,1
-152,62,4,0.794
-152,64,5,0.7319
-152,66,4,0.7846
-152,68,4,0.9998
-152,70,4,1
-150,60,5,0.9021
-150,62,4,0.5877
-150,64,4,0.8422
-150,66,4,0.772
-150,68,4,0.9998
-150,70,4,0.9999
-148,62,4,0.9951
-148,64,4,0.9594
-148,66,4,0.7091
-148,68,4,0.9998
-148,70,4,0.9999
-146,62,4,0.9656
-146,64,4,0.9478
-146,66,4,0.705
-146,68,4,0.9998
-146,70,4,0.9999
-144,62,4,0.9827
-144,64,4,0.8228
-144,66,5,0.5593
-144,68,4,0.9999
-144,70,4,1
-142,62,4,0.9613
-142,64,4,0.632
-142,66,4,0.7648
-142,68,4,0.9991
-140,60,4,0.9972
-140,62,4,0.6827
-140,64,4,0.5794
-140,66,4,0.9751
-140,68,4,0.9968
-138,60,4,0.8621
-138,62,4,0.6717
-138,64,4,0.6331
-138,66,4,0.9878
-138,68,4,0.9978
-136,58,5,0.9376
-136,60,4,0.8331
-136,62,5,0.6854
-136,64,4,0.7766
-136,66,4,0.9595
-136,68,4,0.9904
-134,60,4,0.8177
-134,62,4,0.538
-134,64,4,0.7373
-134,66,4,0.8506
-134,68,4,0.9742
-132,54,9,0.9923
-132,56,5,0.9738
-132,58,4,0.579
-132,60,4,0.7236
-132,62,4,0.7819
-132,64,4,0.9658
-132,66,4,0.6798
-132,68,4,0.9736
-130,54,9,0.8152
-130,56,5,0.9575
-130,58,4,0.8648
-130,60,5,0.5627
-130,62,4,0.9827
-130,64,4,0.9991
-130,66,5,0.6186
-130,68,4,0.9905
-130,70,4,1
-128,52,9,0.9295
-128,54,5,0.985
-128,56,5,0.8449
-128,58,4,0.8792
-128,60,5,0.9199
-128,62,4,0.9949
-128,64,4,0.9984
-128,66,5,0.5014
-128,68,4,0.9973
-128,70,4,1
-126,50,9,0.9977
-126,52,5,0.9883
-126,54,5,0.9885
-126,56,5,0.7472
-126,58,4,0.9402
-126,60,5,0.7593
-126,62,4,0.9667
-126,64,4,0.8425
-126,66,4,0.8599
-124,40,1,0.9991
-124,42,1,0.9936
-124,44,1,0.9965
-124,48,1,0.8393
-124,50,5,0.92
-124,52,5,0.9892
-124,54,5,0.9868
-124,58,5,0.5777
-124,60,5,0.9779
-124,62,5,0.8617
-124,64,5,0.65
-124,66,4,0.8058
-124,68,4,0.9999
-124,72,4,1
-124,74,4,1
-122,42,9,0.5245
-122,44,1,0.7244
-122,46,1,0.8314
-122,48,1,0.5203
-122,50,5,0.99
-122,52,5,0.9356
-122,54,5,0.9875
-122,56,5,0.9793
-122,58,5,0.9875
-122,60,5,0.9842
-122,62,5,0.9503
-122,64,5,0.6503
-122,66,4,0.9799
-122,68,4,1
-122,72,4,1
-122,74,4,1
-120,36,2,0.8853
-120,38,1,0.9943
-120,40,1,0.5079
-120,42,9,0.9883
-120,44,9,0.9754
-120,46,1,0.842
-120,48,9,0.9065
-120,50,5,0.6724
-120,52,5,0.9791
-120,54,5,0.8852
-120,56,5,0.9908
-120,58,5,0.9909
-120,60,5,0.9788
-120,62,5,0.9127
-120,68,4,1
-120,74,4,1
-120,76,4,1
-118,34,2,0.9475
-118,36,1,0.7871
-118,38,1,0.8911
-118,40,1,0.9385
-118,42,9,0.9768
-118,44,9,0.9991
-118,46,9,0.9887
-118,48,9,0.9993
-118,50,5,0.968
-118,52,5,0.9621
-118,54,5,0.9894
-118,56,5,0.9908
-118,58,5,0.9912
-118,60,5,0.979
-118,62,5,0.9018
-118,64,4,0.6826
-118,66,4,0.9779
-118,68,4,1
-118,72,4,1
-118,74,4,1
-118,76,4,1
-116,32,2,0.9883
-116,34,2,0.9556
-116,36,1,0.5094
-116,38,9,0.7946
-116,40,9,0.9718
-116,42,9,0.9975
-116,44,9,0.9989
-116,46,9,0.9983
-116,48,9,0.9969
-116,50,5,0.9879
-116,52,5,0.5358
-116,54,5,0.983
-116,56,5,0.9906
-116,58,5,0.9905
-116,60,5,0.987
-116,62,5,0.9139
-116,64,4,0.7668
-116,66,4,0.9971
-116,68,4,1
-116,70,4,1
-116,72,4,1
-116,76,4,1
-114,28,2,0.9902
-114,32,2,0.9996
-114,34,2,0.9917
-114,36,1,0.9438
-114,38,9,0.861
-114,40,9,0.6828
-114,42,9,0.9953
-114,44,5,0.979
-114,46,5,0.9226
-114,48,5,0.9495
-114,50,5,0.9674
-114,52,5,0.9303
-114,54,5,0.9753
-114,56,5,0.99
-114,58,5,0.9912
-114,64,4,0.9729
-114,66,4,0.9998
-114,70,4,1
-114,72,4,1
-114,76,4,1
-112,26,2,0.9492
-112,30,2,0.9997
-112,32,2,0.9851
-112,34,2,0.9499
-112,36,1,0.9977
-112,38,9,0.9903
-112,40,5,0.9539
-112,42,5,0.9441
-112,44,5,0.978
-112,46,5,0.8495
-112,48,9,0.883
-112,50,9,0.7749
-112,54,5,0.9842
-112,56,5,0.9868
-112,58,5,0.9908
-112,60,5,0.9782
-112,64,4,0.9981
-112,66,4,1
-112,72,4,1
-112,76,4,1
-112,78,4,1
-110,24,3,0.7417
-110,28,2,0.9413
-110,30,2,0.998
-110,32,2,0.6594
-110,34,1,0.9946
-110,36,1,0.9323
-110,38,1,0.8741
-110,40,9,0.9774
-110,42,5,0.8308
-110,44,5,0.9747
-110,46,5,0.8343
-110,48,9,0.9587
-110,50,5,0.5512
-110,52,5,0.932
-110,54,5,0.9832
-110,56,5,0.9878
-110,58,5,0.9913
-110,60,5,0.9565
-110,62,4,0.6229
-110,64,4,0.9992
-110,66,4,1
-110,70,4,1
-110,72,4,1
-110,78,4,1
-108,26,2,0.9904
-108,28,2,0.9049
-108,30,1,0.9651
-108,32,1,0.9559
-108,34,1,0.9761
-108,36,1,0.8507
-108,38,5,0.7415
-108,40,5,0.7222
-108,42,9,0.7765
-108,44,9,0.897
-108,46,9,0.9994
-108,48,9,0.9602
-108,50,5,0.8511
-108,52,5,0.9376
-108,54,5,0.9684
-108,56,5,0.9905
-108,58,5,0.9777
-108,60,5,0.7119
-108,62,4,0.9753
-108,64,4,0.9998
-108,66,4,1
-108,70,4,1
-108,76,4,1
-106,24,2,0.9997
-106,26,2,0.5004
-106,28,2,0.9678
-106,30,2,0.741
-106,32,1,0.9332
-106,34,1,0.9978
-106,36,1,0.8113
-106,38,5,0.9527
-106,40,5,0.9751
-106,42,9,0.9198
-106,44,9,0.9959
-106,46,9,0.9991
-106,48,9,0.8084
-106,50,5,0.7889
-106,52,5,0.9505
-106,54,5,0.9785
-106,56,5,0.9891
-106,58,5,0.951
-106,64,4,0.9999
-106,66,4,1
-106,68,4,1
-106,70,4,1
-106,72,4,1
-106,76,4,1
-104,20,3,0.5199
-104,22,2,0.7827
-104,24,2,0.8043
-104,26,2,0.9987
-104,28,2,0.9801
-104,30,2,0.8543
-104,32,1,0.8407
-104,34,1,0.9975
-104,36,1,0.7778
-104,38,9,0.5997
-104,40,9,0.9748
-104,42,9,0.9993
-104,44,9,0.9994
-104,46,9,0.986
-104,48,9,0.7831
-104,50,5,0.8223
-104,52,5,0.9675
-104,54,5,0.9785
-104,56,5,0.9864
-104,58,5,0.9316
-104,62,4,0.999
-104,64,4,0.9999
-104,66,4,1
-104,68,4,1
-102,18,3,0.9966
-102,20,2,0.8467
-102,22,2,0.991
-102,24,2,0.8036
-102,26,2,0.9998
-102,28,2,0.998
-102,30,2,0.9404
-102,32,1,0.9508
-102,34,1,0.9973
-102,36,1,0.943
-102,38,9,0.7738
-102,40,9,0.9722
-102,42,9,0.9989
-102,44,9,0.9991
-102,46,9,0.9785
-102,48,9,0.6891
-102,50,5,0.9342
-102,52,5,0.9712
-102,54,5,0.9761
-102,56,5,0.9854
-102,58,5,0.865
-102,60,4,0.9575
-102,62,4,0.9998
-102,64,4,1
-102,66,4,1
-102,70,4,1
-100,18,3,0.8443
-100,20,2,0.7845
-100,22,2,0.5652
-100,24,2,0.9831
-100,26,2,0.9962
-100,28,2,0.9998
-100,30,2,0.9832
-100,32,1,0.7422
-100,34,1,0.9297
-100,36,1,0.9852
-100,38,1,0.8357
-100,40,9,0.751
-100,42,9,0.9975
-100,44,9,0.9987
-100,46,9,0.9949
-100,48,9,0.6827
-100,50,5,0.888
-100,52,5,0.7664
-100,54,5,0.9853
-100,56,5,0.9774
-100,58,5,0.6507
-100,62,4,0.9999
-100,66,4,1
-100,72,4,1
-100,78,4,1
-100,80,4,1
-98,18,6,0.6582
-98,20,2,0.7695
-98,22,3,0.9939
-98,24,2,0.7097
-98,26,2,0.9994
-98,28,2,0.9999
-98,30,2,0.9939
-98,32,2,0.6942
-98,36,1,0.9878
-98,38,1,0.8968
-98,40,9,0.5843
-98,42,9,0.9911
-98,44,9,0.999
-98,46,9,0.997
-98,48,9,0.7215
-98,50,5,0.7943
-98,54,5,0.9857
-98,56,5,0.9633
-98,58,4,0.5958
-98,62,4,0.9999
-98,66,4,1
-98,68,4,1
-98,72,4,1
-98,74,4,1
-98,76,4,1
-96,16,3,0.9149
-96,18,3,0.9701
-96,30,2,0.9976
-96,32,2,0.9492
-96,34,2,0.7606
-96,36,1,0.8902
-96,38,1,0.976
-96,40,1,0.5428
-96,42,9,0.9868
-96,44,9,0.9993
-96,46,9,0.9978
-96,48,9,0.8543
-96,50,5,0.6409
-96,52,5,0.9085
-96,54,5,0.9907
-96,56,5,0.9398
-96,58,4,0.6462
-96,60,4,0.9983
-96,62,4,0.9999
-96,64,4,1
-96,66,4,1
-96,70,4,1
-96,78,4,1
-96,80,4,1
-94,18,3,0.9937
-94,30,2,0.9988
-94,32,2,0.9877
-94,34,2,0.9019
-94,36,1,0.871
-94,38,1,0.9897
-94,40,1,0.8064
-94,42,9,0.9869
-94,44,9,0.999
-94,46,9,0.9989
-94,48,9,0.7546
-94,50,5,0.8359
-94,52,5,0.9776
-94,54,5,0.9899
-94,56,5,0.9008
-94,58,4,0.8952
-94,62,4,0.9999
-94,64,4,1
-94,66,4,1
-94,68,4,1
-94,70,4,1
-94,74,4,1
-94,80,4,1
-92,16,3,0.601
-92,18,3,0.9956
-92,30,2,0.9968
-92,32,2,0.9868
-92,34,2,0.9142
-92,36,1,0.8049
-92,38,1,0.9863
-92,40,1,0.8873
-92,42,9,0.9828
-92,44,9,0.9984
-92,46,9,0.9991
-92,48,9,0.7517
-92,50,5,0.9256
-92,52,5,0.9874
-92,54,5,0.9873
-92,56,5,0.78
-92,64,4,1
-92,66,4,1
-92,68,4,1
-92,74,4,1
-92,76,4,1
-92,80,4,1
-90,14,3,0.8547
-90,16,3,0.956
-90,18,3,0.9932
-90,20,3,0.9972
-90,30,2,0.9992
-90,32,2,0.9851
-90,34,2,0.86
-90,36,1,0.8449
-90,38,1,0.989
-90,40,1,0.8589
-90,42,9,0.9692
-90,44,9,0.9989
-90,46,9,0.9932
-90,48,9,0.6666
-90,50,5,0.9581
-90,52,5,0.9898
-90,54,5,0.9766
-90,56,4,0.7735
-90,64,4,1
-90,66,4,1
-90,68,4,1
-90,74,4,1
-90,76,4,1
-90,80,4,1
-88,14,3,0.8869
-88,20,3,0.9946
-88,32,2,0.9854
-88,34,2,0.8377
-88,38,1,0.9905
-88,40,1,0.776
-88,42,9,0.9768
-88,44,9,0.999
-88,46,9,0.9981
-88,50,5,0.9658
-88,52,5,0.9901
-88,54,5,0.968
-88,56,4,0.9965
-88,66,4,1
-88,72,4,1
-88,80,4,1
-88,82,4,1
-86,12,3,0.9758
-86,14,3,0.9123
-86,32,2,0.9791
-86,34,2,0.8116
-86,36,1,0.7658
-86,38,1,0.9846
-86,40,1,0.7344
-86,42,9,0.9565
-86,44,9,0.9987
-86,46,9,0.9834
-86,50,5,0.9726
-86,52,5,0.9902
-86,54,5,0.9494
-86,64,4,1
-86,68,4,1
-86,72,4,1
-86,80,4,1
-86,82,4,1
-84,10,3,0.8577
-84,12,3,0.9676
-84,14,3,0.9917
-84,22,3,0.9007
-84,32,2,0.9661
-84,34,2,0.8007
-84,36,1,0.8863
-84,38,1,0.9882
-84,40,1,0.6887
-84,42,9,0.9706
-84,44,9,0.9984
-84,46,9,0.9929
-84,48,5,0.7315
-84,50,5,0.9686
-84,52,5,0.9905
-84,54,5,0.8732
-84,64,4,1
-84,66,4,1
-84,68,4,1
-84,70,4,1
-84,72,4,1
-84,78,4,1
-84,80,4,1
-84,82,4,1
-82,28,2,0.9972
-82,30,2,0.9999
-82,32,2,0.9842
-82,34,2,0.8965
-82,36,1,0.966
-82,38,1,0.9943
-82,40,1,0.9575
-82,48,5,0.8524
-82,50,5,0.9759
-82,52,5,0.9895
-82,64,4,1
-82,70,4,1
-82,72,4,1
-82,78,4,1
-82,80,4,1
-80,-6,3,0.5301
-80,-4,3,0.9192
-80,-2,3,0.978
-80,0,6,0.5705
-80,22,3,0.8845
-80,34,2,0.7613
-80,36,1,0.7923
-80,38,1,0.9385
-80,40,1,0.8213
-80,42,9,0.9372
-80,44,9,0.9992
-80,46,9,0.9985
-80,48,5,0.8072
-80,50,5,0.9761
-80,56,4,0.9988
-80,62,4,1
-80,72,4,1
-80,78,4,1
-80,80,4,1
-78,-10,6,0.8393
-78,-8,6,1
-78,-6,6,0.9746
-78,-4,3,0.6954
-78,-2,6,0.9873
-78,0,6,0.9999
-78,2,3,0.9148
-78,8,3,0.9854
-78,34,2,0.8667
-78,36,1,0.7735
-78,38,1,0.9854
-78,40,1,0.9096
-78,42,9,0.9877
-78,44,9,0.999
-78,46,9,0.9883
-78,50,5,0.9889
-78,52,5,0.9847
-78,54,5,0.8967
-78,62,4,0.9999
-78,70,4,1
-78,72,4,1
-78,78,4,1
-78,80,4,1
-76,-14,6,0.9979
-76,-12,8,0.9352
-76,-10,6,0.9943
-76,-8,3,0.9592
-76,-6,3,0.9855
-76,-4,3,0.969
-76,-2,3,0.959
-76,0,3,0.9622
-76,2,6,0.9945
-76,4,6,0.9962
-76,6,6,0.9955
-76,8,3,0.9888
-76,20,3,0.9855
-76,38,1,0.9943
-76,40,1,0.9728
-76,42,9,0.983
-76,44,9,0.9975
-76,46,9,0.9992
-76,48,5,0.9424
-76,50,5,0.989
-76,52,5,0.961
-76,54,5,0.61
-76,56,4,0.9743
-76,60,4,0.9994
-76,62,4,0.9999
-76,68,4,1
-76,70,4,1
-76,72,4,1
-76,78,4,1
-76,80,4,1
-74,-52,7,0.9996
-74,-50,7,1
-74,-48,7,0.9997
-74,-46,7,0.9613
-74,-42,8,0.9642
-74,-16,6,0.9999
-74,-14,8,0.9752
-74,-12,6,0.9999
-74,-8,3,0.9894
-74,-6,3,0.988
-74,-4,3,0.9803
-74,-2,3,0.9725
-74,0,3,0.9605
-74,2,3,0.9207
-74,4,6,0.796
-74,6,3,0.8127
-74,8,3,0.9934
-74,10,3,0.9976
-74,42,9,0.9573
-74,44,9,0.9992
-74,46,9,0.9992
-74,48,5,0.9433
-74,50,5,0.9891
-74,52,5,0.9539
-74,54,4,0.6031
-74,56,4,0.979
-74,58,4,0.9966
-74,60,4,0.9998
-74,62,4,1
-74,66,4,1
-74,68,4,1
-74,70,4,1
-74,80,4,1
-72,-54,7,1
-72,-52,7,1
-72,-50,7,1
-72,-48,7,1
-72,-46,7,0.9993
-72,-44,7,0.9941
-72,-42,8,0.6047
-72,-40,8,0.9912
-72,-38,8,0.9983
-72,-36,8,0.9988
-72,-16,8,0.9995
-72,-14,8,0.9999
-72,-12,6,0.8198
-72,-10,3,0.9789
-72,-8,3,0.9852
-72,-6,3,0.9879
-72,-4,3,0.9883
-72,-2,3,0.9834
-72,0,3,0.9678
-72,2,3,0.9599
-72,4,3,0.9896
-72,6,6,0.506
-72,8,3,0.9128
-72,12,3,0.9675
-72,42,9,0.8724
-72,44,9,0.9994
-72,46,9,0.9982
-72,48,5,0.9111
-72,50,5,0.9881
-72,52,5,0.861
-72,56,4,0.9807
-72,58,4,0.995
-72,60,4,0.9998
-72,66,4,1
-72,68,4,1
-72,70,4,1
-72,78,4,1
-72,80,4,1
-70,-54,7,1
-70,-52,7,1
-70,-50,7,1
-70,-48,7,1
-70,-46,7,0.9974
-70,-44,7,0.9952
-70,-42,7,0.9901
-70,-40,8,0.5944
-70,-38,8,0.998
-70,-36,8,0.9221
-70,-34,7,0.7054
-70,-32,7,0.8527
-70,-30,7,1
-70,-28,8,0.9999
-70,-26,8,0.9909
-70,-24,8,0.8434
-70,-22,6,0.9646
-70,-20,6,0.9798
-70,-18,8,0.9951
-70,-16,8,0.9997
-70,-14,6,0.6798
-70,-10,3,0.9868
-70,-8,3,0.987
-70,-6,3,0.9909
-70,-4,3,0.991
-70,-2,3,0.9876
-70,0,3,0.9765
-70,2,3,0.9742
-70,4,3,0.9726
-70,6,3,0.9802
-70,8,3,0.99
-70,10,3,0.9719
-70,12,3,0.8462
-70,44,9,0.9987
-70,46,9,0.9517
-70,48,5,0.5802
-70,50,5,0.9886
-70,52,5,0.9361
-70,54,4,0.9125
-70,58,4,0.9864
-70,64,4,1
-70,66,4,1
-70,68,4,1
-70,70,4,1
-70,78,4,1
-70,82,4,1
-68,-54,7,1
-68,-50,7,0.9993
-68,-48,7,0.9998
-68,-46,7,0.9938
-68,-44,7,0.9483
-68,-42,7,0.9945
-68,-40,8,0.8438
-68,-38,8,0.9999
-68,-36,8,0.9999
-68,-34,8,0.9977
-68,-32,8,0.973
-68,-30,8,0.863
-68,-28,7,0.9859
-68,-24,8,0.9941
-68,-22,8,0.9814
-68,-20,8,0.9789
-68,-18,8,0.9999
-68,-16,6,0.9987
-68,-14,6,0.8558
-68,-12,3,0.9848
-68,-10,3,0.9895
-68,-8,3,0.9902
-68,-6,3,0.9911
-68,-4,3,0.9916
-68,-2,3,0.9901
-68,0,3,0.9855
-68,2,3,0.9693
-68,4,3,0.9665
-68,6,3,0.9862
-68,10,3,0.9905
-68,46,9,0.9936
-68,48,5,0.7215
-68,50,5,0.9868
-68,52,5,0.9281
-68,54,4,0.938
-68,56,4,0.9283
-68,58,4,0.9785
-68,64,4,1
-68,66,4,1
-68,68,4,1
-68,70,4,1
-68,78,4,1
-68,82,4,1
-66,-48,7,0.994
-66,-44,7,0.7416
-66,-42,7,0.5316
-66,-40,8,0.9986
-66,-38,8,0.9999
-66,-36,8,0.9995
-66,-34,8,0.9974
-66,-32,8,0.9759
-66,-30,6,0.6475
-66,-28,6,0.6326
-66,-26,8,0.998
-66,-24,8,0.9998
-66,-22,8,0.9994
-66,-20,8,0.9999
-66,-18,8,0.7681
-66,-16,3,0.5935
-66,-14,3,0.9461
-66,-12,3,0.9855
-66,-10,3,0.9927
-66,-8,3,0.9945
-66,-6,3,0.9933
-66,-4,3,0.9922
-66,-2,3,0.9917
-66,0,3,0.985
-66,2,3,0.987
-66,4,3,0.7544
-66,6,6,0.9382
-66,8,3,0.9884
-66,10,3,0.9947
-66,18,3,0.8925
-66,44,9,0.999
-66,52,5,0.8853
-66,54,4,0.9027
-66,56,4,0.9747
-66,58,4,0.9951
-66,64,4,1
-66,68,4,1
-66,78,4,1
-66,82,4,1
-64,-40,8,0.9999
-64,-38,8,0.9999
-64,-36,8,0.9984
-64,-34,8,0.9832
-64,-32,8,0.9634
-64,-30,8,0.7791
-64,-28,6,0.9005
-64,-26,6,0.9727
-64,-24,6,0.9998
-64,-22,6,0.9998
-64,-20,6,0.9999
-64,-18,6,0.9994
-64,-16,3,0.8642
-64,-14,3,0.9296
-64,-12,3,0.9853
-64,-10,3,0.9932
-64,-8,3,0.9957
-64,-6,3,0.9944
-64,-4,3,0.9934
-64,-2,3,0.9927
-64,0,3,0.9916
-64,2,3,0.8974
-64,4,3,0.7819
-64,6,3,0.9507
-64,8,3,0.9728
-64,10,3,0.9487
-64,52,5,0.8875
-64,56,4,0.9934
-64,58,4,0.9992
-64,66,4,1
-64,80,4,1
-64,82,4,1
-62,-38,8,0.9999
-62,-36,8,0.9992
-62,-34,8,0.9879
-62,-32,8,0.9325
-62,-30,8,0.6049
-62,-28,6,0.7617
-62,-26,6,0.996
-62,-24,6,0.9997
-62,-22,6,0.9949
-62,-20,6,0.9958
-62,-18,6,0.9597
-62,-16,3,0.7121
-62,-14,3,0.9436
-62,-12,3,0.9823
-62,-10,3,0.9912
-62,-8,3,0.9937
-62,-6,3,0.994
-62,-4,3,0.9949
-62,-2,3,0.9942
-62,0,3,0.9926
-62,2,3,0.9826
-62,4,3,0.9703
-62,6,3,0.8846
-62,8,3,0.9901
-62,52,5,0.9667
-62,54,4,0.6914
-62,56,4,0.9089
-62,80,4,1
-60,-52,7,0.9998
-60,-38,8,0.9999
-60,-36,8,0.999
-60,-34,8,0.9793
-60,-32,8,0.9172
-60,-30,6,0.5027
-60,-28,6,0.9301
-60,-26,6,0.9913
-60,-24,6,0.9994
-60,-22,6,0.9937
-60,-20,6,0.9558
-60,-18,6,0.8418
-60,-16,3,0.8154
-60,-14,3,0.9218
-60,-12,3,0.9693
-60,-10,3,0.9885
-60,-8,3,0.9917
-60,-6,3,0.9934
-60,-4,3,0.9966
-60,-2,3,0.9953
-60,0,3,0.9902
-60,2,3,0.9802
-60,4,3,0.9835
-60,6,3,0.9649
-60,8,3,0.9887
-60,46,9,0.9944
-60,52,5,0.9782
-60,54,5,0.8201
-60,76,4,1
-60,80,4,1
-58,-38,8,0.9999
-58,-36,8,0.9988
-58,-34,8,0.9858
-58,-32,8,0.9305
-58,-30,8,0.5769
-58,-28,6,0.9142
-58,-26,6,0.9935
-58,-24,6,0.9997
-58,-22,6,0.9618
-58,-20,6,0.6451
-58,-18,3,0.7987
-58,-16,3,0.9606
-58,-14,3,0.801
-58,-12,3,0.9772
-58,-10,3,0.9881
-58,-8,3,0.9938
-58,-6,3,0.9958
-58,-4,3,0.9955
-58,-2,3,0.9949
-58,0,3,0.9884
-58,2,3,0.9808
-58,4,3,0.988
-58,6,3,0.9938
-58,48,5,0.7195
-58,52,5,0.9631
-58,54,5,0.6936
-58,76,4,1
-58,80,4,1
-58,82,4,1
-56,-34,8,0.9897
-56,-32,8,0.9813
-56,-30,8,0.7569
-56,-28,6,0.9878
-56,-26,6,0.9993
-56,-24,6,0.9762
-56,-22,6,0.9819
-56,-20,6,0.5179
-56,-18,3,0.8785
