"x","y","class","post"
-56,-16,3,0.9401
-56,-14,3,0.9271
-56,-12,3,0.973
-56,-10,3,0.9908
-56,-8,3,0.98
-56,-6,3,0.9938
-56,-4,3,0.995
-56,0,3,0.9897
-56,2,3,0.9787
-56,4,3,0.9886
-56,48,5,0.6054
-56,52,5,0.8851
-56,76,4,1
-56,80,4,1
-56,82,4,1
-54,-34,8,0.9925
-54,-32,8,0.9561
-54,-30,6,0.617
-54,-28,6,0.9817
-54,-26,6,0.9998
-54,-24,6,0.9984
-54,-22,6,0.947
-54,-20,6,0.9429
-54,-18,3,0.5853
-54,-16,3,0.7211
-54,-14,3,0.7553
-54,-12,3,0.9814
-54,-10,3,0.974
-54,-8,3,0.9773
-54,-6,3,0.9904
-54,-4,3,0.9932
-54,-2,3,0.9935
-54,0,3,0.9864
-54,2,3,0.9892
-54,4,3,0.9937
-54,48,9,0.7933
-54,70,4,0.9999
-54,72,4,1
-54,74,4,1
-52,-32,8,0.9351
-52,-30,6,0.8743
-52,-28,6,0.8781
-52,-26,6,0.9942
-52,-24,6,0.9998
-52,-22,6,0.9722
-52,-20,6,0.7409
-52,-18,6,0.8683
-52,-16,3,0.9089
-52,-14,3,0.9339
-52,-12,3,0.9732
-52,-10,3,0.9752
-52,-8,3,0.9782
-52,-6,3,0.9822
-52,-4,3,0.992
-52,-2,3,0.9947
-52,0,3,0.9922
-52,2,3,0.9894
-52,4,3,0.9928
-52,68,4,0.9977
-50,-28,6,0.8997
-50,-26,6,0.9973
-50,-24,6,0.9999
-50,-22,6,0.9952
-50,-18,6,0.7455
-50,-16,3,0.6297
-50,-14,3,0.939
-50,-12,3,0.9755
-50,-10,3,0.983
-50,-8,3,0.9752
-50,-6,3,0.9771
-50,-4,3,0.9949
-50,-2,3,0.9971
-50,0,3,0.9672
-50,64,4,0.9984
-50,66,4,1
-50,68,4,1
-50,70,4,1
-50,72,4,1
-48,-24,6,0.9997
-48,-22,6,0.997
-48,-20,6,0.9831
-48,-18,6,0.9633
-48,-16,6,0.9888
-48,-14,6,0.6959
-48,-12,3,0.8979
-48,-10,3,0.9724
-48,-8,3,0.9831
-48,-6,3,0.9916
-48,-4,3,0.9966
-48,-2,3,0.9966
-48,62,4,1
-48,64,4,1
-48,66,4,1
-48,68,4,1
-48,70,4,1
-46,-22,6,0.9998
-46,-20,6,0.9988
-46,-18,6,0.9442
-46,-16,6,0.9082
-46,-14,6,0.9763
-46,-12,6,0.9007
-46,-10,3,0.5628
-46,-8,3,0.8972
-46,-6,3,0.9639
-46,-4,3,0.9961
-46,-2,3,0.9888
-46,68,4,1
-44,-22,6,0.9997
-44,-20,6,0.9991
-44,-18,6,0.9694
-44,-16,6,0.9464
-44,-14,6,0.8431
-44,-12,6,0.5156
-44,-10,3,0.5207
-44,-8,3,0.8013
-44,-6,3,0.9762
-44,-4,3,0.9953
-44,62,4,1
-42,-22,6,0.9673
-42,-20,6,0.991
-42,-18,6,0.9713
-42,-16,6,0.995
-42,-14,6,0.99
-42,-12,6,0.9945
-42,-10,6,0.9191
-42,-8,6,0.6857
-42,-6,3,0.9505
-42,-4,3,0.9873
-42,64,4,1
-40,-18,6,0.7858
-40,-16,6,0.8127
-40,-14,6,0.8098
-40,-12,6,0.8052
-40,-10,6,0.9805
-40,-8,6,0.978
-40,-6,6,0.8287
-40,-4,3,0.7303
-40,66,4,1
-40,82,4,1
-38,-12,3,0.7311
-38,-10,6,0.9298
-38,-8,6,0.9583
-38,-6,3,0.6593
-38,66,4,1
-38,82,4,1
-36,-8,6,0.885
-36,-6,6,0.7966
-36,66,4,0.9999
-36,82,4,1
-34,68,4,1
-28,80,4,1
-26,70,4,1
-26,74,4,1
-26,78,4,1
-26,80,4,1
-24,70,4,1
-24,72,4,1
-24,74,4,1
-24,78,4,1
-22,64,4,0.797
-22,66,4,0.9272
-22,78,4,1
-20,64,5,0.8049
-20,66,4,0.67
-18,64,5,0.8388
-18,66,4,0.7191
-18,80,4,1
-16,12,3,0.9953
-16,14,3,0.9911
-16,16,3,0.9001
-16,18,2,0.9048
-16,20,2,0.968
-16,22,2,0.9666
-16,66,4,0.8339
-14,10,3,0.9906
-14,12,3,0.9954
-14,14,3,0.9897
-14,16,2,0.8374
-14,18,2,0.9375
-14,20,2,0.9975
-14,22,2,0.9977
-14,24,2,0.9736
-14,26,2,0.5546
-12,8,3,0.994
-12,10,3,0.9922
-12,12,3,0.9906
-12,14,3,0.9948
-12,16,3,0.8756
-12,18,2,0.8767
-12,20,2,0.999
-12,22,2,0.9996
-12,24,2,0.9976
-12,26,2,0.9113
-12,28,2,0.9046
-10,6,3,0.987
-10,8,3,0.972
-10,10,3,0.9912
-10,12,3,0.9939
-10,14,3,0.9915
-10,16,3,0.8508
-10,18,2,0.9622
-10,20,2,0.9992
-10,22,2,0.9997
-10,24,2,0.9995
-10,26,2,0.9611
-10,28,2,0.9112
-10,52,1,0.9648
-10,54,1,0.7758
-8,6,3,0.9845
-8,8,3,0.9831
-8,10,3,0.9933
-8,12,3,0.9938
-8,14,3,0.9887
-8,16,3,0.7436
-8,18,2,0.972
-8,20,2,0.9994
-8,22,2,0.9998
-8,24,2,0.9997
-8,26,2,0.9968
-8,28,2,0.9935
-8,30,2,0.9788
-8,32,2,0.9989
-8,38,1,0.5555
-8,40,1,0.9478
-8,42,1,0.9986
-8,52,1,0.9468
-8,54,9,0.8158
-6,6,3,0.9923
-6,8,3,0.996
-6,10,3,0.9961
-6,12,3,0.9945
-6,14,3,0.9847
-6,16,2,0.6638
-6,18,2,0.9874
-6,20,2,0.9976
-6,22,2,0.9998
-6,24,2,0.9999
-6,26,2,0.9983
-6,28,2,0.9983
-6,30,2,0.9964
-6,32,1,0.6362
-6,34,2,0.9963
-6,38,1,0.5356
-6,40,1,0.9215
-6,42,1,0.999
-4,6,3,0.9969
-4,8,3,0.9968
-4,10,3,0.9969
-4,12,3,0.9949
-4,14,3,0.9634
-4,16,3,0.5467
-4,18,2,0.9756
-4,20,2,0.9969
-4,22,2,0.9996
-4,24,2,0.9998
-4,26,2,0.9975
-4,28,2,0.9958
-4,30,2,0.9885
-4,32,1,0.7403
-4,34,2,0.9183
-4,38,1,0.7796
-4,40,1,0.969
-4,42,1,0.9928
-4,48,1,0.9763
-4,52,9,0.5989
-4,56,9,0.9967
-4,58,9,0.9912
-2,6,3,0.9971
-2,8,3,0.9973
-2,10,3,0.9973
-2,12,3,0.9959
-2,14,3,0.9447
-2,16,2,0.5294
-2,18,2,0.8773
-2,20,2,0.9965
-2,22,2,0.9996
-2,24,2,0.9998
-2,26,2,0.9981
-2,28,2,0.9973
-2,30,2,0.9911
-2,32,1,0.7186
-2,34,2,0.7221
-2,38,1,0.9378
-2,40,1,0.9976
-2,42,1,0.9986
-2,48,1,0.9488
-2,52,9,0.6572
-2,54,9,0.9607
0,6,3,0.9975
0,8,3,0.9982
0,10,3,0.9967
0,12,3,0.9947
0,14,3,0.8594
0,16,3,0.9139
0,18,2,0.9429
0,20,2,0.9969
0,22,2,0.9996
0,24,2,0.9998
0,26,2,0.9995
0,28,2,0.9981
0,30,2,0.9635
0,32,1,0.5325
0,34,1,0.9702
0,40,1,0.8597
0,42,1,0.9984
0,44,1,0.9974
0,46,1,0.9963
0,48,1,0.8285
0,52,9,0.627
2,8,3,0.9972
2,10,3,0.996
2,12,3,0.9941
2,14,3,0.9462
2,16,3,0.8088
2,18,2,0.9649
2,20,2,0.9997
2,22,2,0.9995
2,24,2,0.9999
2,26,2,0.9998
2,28,2,0.9868
2,30,2,0.942
2,32,2,0.6775
2,34,1,0.8396
2,36,2,0.7139
2,42,1,0.9873
2,44,1,0.9874
2,46,1,0.7787
2,48,1,0.8273
2,50,9,0.5875
4,8,3,0.9953
4,10,3,0.9966
4,12,3,0.9966
4,14,3,0.8856
4,16,2,0.5885
4,18,2,0.9725
4,20,2,0.9997
4,22,2,0.9998
4,24,2,0.9999
4,26,2,0.9992
4,28,2,0.9796
4,30,2,0.9845
4,32,2,0.8819
4,34,1,0.5614
4,36,2,0.7223
4,40,1,0.8061
4,44,1,0.768
4,46,1,0.5559
4,48,1,0.6681
4,50,9,0.7635
6,6,3,0.9941
6,8,3,0.9969
6,10,3,0.9967
6,12,3,0.9803
6,14,3,0.5024
6,16,2,0.9552
6,18,2,0.9647
6,20,2,0.9996
6,22,2,0.9998
6,24,2,0.9646
6,26,2,0.9982
6,28,2,0.9944
6,30,2,0.99
6,32,2,0.9846
6,36,1,0.7832
6,44,1,0.7086
6,46,9,0.8498
6,48,9,0.7277
6,50,9,0.9806
6,52,9,0.9068
6,60,5,0.9721
6,62,5,0.8909
8,6,3,0.9861
8,8,3,0.9923
8,10,3,0.9437
8,12,3,0.9325
8,14,2,0.8855
8,16,2,0.9853
8,18,2,0.9993
8,20,2,0.9998
8,22,2,0.9994
8,24,2,0.9948
8,26,2,0.9983
8,28,2,0.9941
8,30,2,0.9841
8,32,2,0.9725
8,34,2,0.9895
8,36,1,0.6072
8,44,1,0.9963
8,46,9,0.998
8,48,9,0.9076
8,50,9,0.9715
8,52,9,0.9858
8,60,5,0.7546
8,62,4,0.5604
10,-2,3,0.9925
10,0,3,0.9849
10,2,3,0.9917
10,4,3,0.992
10,6,6,0.5437
10,8,3,0.9908
10,10,3,0.9702
10,12,3,0.9852
10,14,2,0.9898
10,16,2,0.9973
10,18,2,0.9998
10,20,2,0.9998
10,22,2,0.9998
10,24,2,0.9967
10,26,2,0.9984
10,28,2,0.9789
10,30,2,0.9777
10,32,2,0.9323
10,34,2,0.9779
10,36,2,0.8953
10,46,9,0.98
10,48,9,0.9903
10,50,9,0.9862
10,52,9,0.994
10,54,9,0.9958
10,56,9,0.9992
10,60,5,0.9869
10,62,4,0.6507
12,-18,6,1
12,-16,6,0.9642
12,-4,3,0.9789
12,-2,3,0.7623
12,0,3,0.9607
12,2,3,0.9127
12,4,3,0.8987
12,6,3,0.8757
12,8,3,0.9791
12,10,3,0.9888
12,12,3,0.9501
12,14,2,0.9917
12,16,2,0.9912
12,18,2,0.9998
12,20,2,0.9998
12,22,2,0.9992
12,24,2,0.9861
12,26,2,0.9914
12,28,2,0.9835
12,30,2,0.524
12,32,2,0.9687
12,42,1,0.9249
12,44,1,0.994
12,46,1,0.6479
12,48,9,0.9938
12,50,9,0.9989
12,52,9,0.9931
12,54,9,0.9978
12,56,9,0.9994
12,58,9,0.9837
12,60,5,0.9462
12,62,5,0.61
12,64,5,0.9242
14,-20,6,0.9998
14,-18,6,0.9979
14,-16,6,0.9999
14,-14,6,0.9996
14,-12,3,0.5967
14,-10,3,0.9885
14,-8,3,0.9637
14,-6,3,0.9465
14,-4,3,0.9467
14,-2,3,0.9087
14,0,3,0.9264
14,2,3,0.9555
14,4,3,0.9309
14,6,3,0.8212
14,8,3,0.9901
14,10,3,0.9903
14,12,3,0.9823
14,14,2,0.9895
14,16,2,0.9976
14,18,2,0.9976
14,20,2,0.9992
14,22,2,0.9994
14,24,2,0.9903
14,26,2,0.9963
14,28,2,0.9811
14,30,2,0.9363
14,32,2,0.9871
14,38,1,0.7539
14,42,1,0.982
14,46,9,0.688
14,48,9,0.9983
14,50,9,0.9984
14,52,9,0.9964
14,56,9,0.9951
14,58,5,0.5683
14,60,5,0.9633
14,62,5,0.9206
14,64,5,0.8877
14,66,5,0.5419
14,78,4,1
16,-28,8,0.5711
16,-26,6,0.7646
16,-24,6,0.7596
16,-22,6,0.8312
16,-20,6,0.9503
16,-18,6,0.9995
16,-16,6,0.9999
16,-14,6,0.9999
16,-12,6,0.9997
16,-10,6,0.7571
16,-8,6,0.5279
16,-6,3,0.8732
16,-4,3,0.9641
16,-2,3,0.9586
16,0,3,0.978
16,2,3,0.9794
16,4,3,0.9631
16,6,3,0.9109
16,8,3,0.9924
16,10,3,0.9902
16,12,3,0.9793
16,14,2,0.9858
16,16,2,0.9956
16,18,2,0.9966
16,20,2,0.9983
16,22,2,0.9928
16,24,2,0.9861
16,26,2,0.9939
16,28,2,0.9408
16,30,2,0.9852
16,38,2,0.8953
16,40,1,0.9228
16,44,1,0.864
16,46,9,0.6687
16,48,9,0.9949
16,50,9,0.999
16,52,9,0.9979
16,54,9,0.9992
16,60,5,0.8872
16,64,5,0.9424
16,66,4,0.8902
16,68,4,0.6121
16,78,4,1
18,-30,8,0.8997
18,-28,8,0.9012
18,-26,8,0.7601
18,-24,8,0.6849
18,-22,6,0.562
18,-20,6,0.9615
18,-18,6,0.9993
18,-16,6,0.9999
18,-14,6,0.9998
18,-12,6,0.9973
18,-10,6,0.7946
18,-8,3,0.6341
18,-6,3,0.8548
18,-4,3,0.9883
18,-2,3,0.9849
18,0,3,0.9814
18,2,3,0.9861
18,4,3,0.9866
18,6,3,0.9845
18,8,3,0.9942
18,10,3,0.9922
18,12,3,0.9777
18,14,2,0.8995
18,16,2,0.996
18,18,2,0.9998
18,20,2,0.9996
18,22,2,0.9896
18,24,2,0.9985
18,26,2,0.9899
18,28,2,0.9585
18,30,2,0.9797
18,44,1,0.6184
18,46,1,0.7352
18,48,9,0.9805
18,50,9,0.9989
18,52,9,0.9988
18,54,9,0.9992
18,60,5,0.8623
18,64,5,0.971
18,66,4,0.8
18,68,4,0.9823
18,78,4,1
20,-34,8,0.987
20,-32,8,0.9992
20,-30,8,0.9979
20,-28,8,0.8501
20,-26,8,0.9248
20,-24,8,0.7372
20,-22,6,0.9188
20,-20,6,0.9937
20,-18,6,0.9996
20,-16,6,0.9999
20,-14,6,0.9995
20,-12,6,0.9981
20,-10,6,0.9393
20,-8,6,0.6144
20,-6,3,0.9548
20,-4,3,0.988
20,-2,3,0.9836
20,0,3,0.984
20,2,3,0.9872
20,4,3,0.9864
20,6,3,0.9879
20,8,3,0.9902
20,10,3,0.9899
20,12,3,0.9803
20,14,2,0.4912
20,16,2,0.9821
20,18,2,0.9999
20,20,2,0.9972
20,22,2,0.9959
20,24,2,0.9864
20,26,2,0.9965
20,28,2,0.991
20,30,2,0.9909
20,32,2,0.9405
20,40,1,0.9672
20,42,1,0.9718
20,44,1,0.8494
20,46,1,0.7161
20,48,9,0.9778
20,50,9,0.9988
20,52,9,0.9993
20,54,9,0.9982
20,64,5,0.9875
20,66,5,0.8371
20,68,4,0.973
20,80,4,1
22,-34,8,0.9664
22,-32,8,0.9997
22,-30,8,0.9924
22,-28,8,0.9782
22,-26,8,0.7809
22,-24,8,0.5571
22,-22,6,0.9596
22,-20,6,0.9979
22,-18,6,0.9997
22,-16,6,0.9999
22,-14,6,0.9992
22,-12,6,0.9971
22,-10,6,0.8981
22,-8,3,0.55
22,-6,3,0.9606
22,-4,3,0.9863
22,-2,3,0.9848
22,0,3,0.985
22,2,3,0.9866
22,4,3,0.9833
22,6,3,0.984
22,8,3,0.9709
22,10,3,0.9822
22,12,3,0.9683
22,14,2,0.9801
22,16,2,0.9994
22,18,2,0.9998
22,20,2,0.997
22,22,2,0.9925
22,24,2,0.9971
22,26,2,0.9969
22,28,2,0.9968
22,30,2,0.9874
22,32,2,0.9742
22,38,1,0.7258
22,40,1,0.9932
22,42,1,0.9705
22,44,1,0.6904
22,46,9,0.543
22,48,9,0.9568
22,50,9,0.9987
22,52,9,0.9993
22,54,9,0.9961
22,56,9,0.9328
22,62,5,0.9883
22,66,5,0.9204
22,68,4,0.8979
22,78,4,1
22,80,4,1
24,-34,8,0.9697
24,-32,8,0.9993
24,-30,8,0.9934
24,-28,8,0.9791
24,-26,8,0.8103
24,-24,6,0.748
24,-22,6,0.9912
24,-20,6,0.999
24,-18,6,0.9998
24,-16,6,0.9999
24,-14,6,0.9994
24,-12,6,0.9986
24,-10,6,0.9043
24,-8,6,0.7803
24,-6,3,0.9299
24,-4,3,0.9706
24,-2,3,0.9738
24,0,3,0.9769
24,2,3,0.9845
24,4,3,0.9796
24,6,3,0.9832
24,8,3,0.9093
24,10,3,0.9282
24,12,2,0.5799
24,14,2,0.9982
24,16,2,0.9996
24,18,2,0.9977
24,20,2,0.9928
24,22,2,0.997
24,24,2,0.9978
24,26,2,0.9913
24,28,2,0.9907
24,30,2,0.9735
24,32,2,0.749
24,38,1,0.9682
24,40,1,0.9357
24,42,1,0.567
24,44,1,0.8359
24,46,9,0.9734
24,48,9,0.9992
24,50,9,0.9993
24,52,9,0.9994
24,54,9,0.95
24,56,9,0.8119
24,62,5,0.9896
24,64,5,0.9903
24,66,5,0.9211
24,68,4,0.8093
24,70,4,0.9832
24,80,4,1
26,-32,8,0.9927
26,-30,8,0.9978
26,-28,8,0.9426
26,-26,8,0.8395
26,-24,6,0.9809
26,-22,6,0.9688
26,-20,6,0.9993
26,-18,6,0.9999
26,-16,6,0.9998
26,-14,6,0.9999
26,-12,6,0.9998
26,-10,6,0.9845
26,-8,3,0.5108
26,-6,3,0.8847
26,-4,3,0.9564
26,-2,3,0.9305
26,0,3,0.9276
26,2,3,0.9614
26,4,3,0.973
26,6,3,0.9785
26,8,3,0.9781
26,10,3,0.9653
26,12,3,0.7819
26,14,2,0.9995
26,16,2,0.9998
26,18,2,0.9996
26,20,2,0.9914
26,22,2,0.9886
26,24,2,0.9212
26,26,2,0.9949
26,28,2,0.9929
26,30,2,0.9582
26,42,1,0.9934
26,44,1,0.8114
26,46,9,0.9909
26,48,9,0.9982
26,50,9,0.9995
26,52,9,0.9989
26,54,9,0.7856
26,56,9,0.5248
26,58,5,0.8635
26,62,5,0.9897
26,64,5,0.9853
26,66,5,0.9092
26,68,4,0.7765
26,70,4,0.9822
26,80,4,1
28,-32,8,0.8556
28,-30,8,0.9997
28,-28,8,0.9865
28,-26,8,0.9142
28,-24,6,0.9896
28,-22,6,0.9921
28,-20,6,0.991
28,-18,6,0.9997
28,-16,6,0.9999
28,-14,6,0.9999
28,-12,6,0.9997
28,-10,6,0.9956
28,-8,6,0.9313
28,-6,3,0.839
28,-4,3,0.6496
28,-2,3,0.6448
28,0,3,0.7438
28,2,3,0.899
28,4,3,0.9554
28,6,3,0.9833
28,8,3,0.9908
28,10,3,0.9834
28,12,3,0.8338
28,14,2,0.9994
28,16,2,0.9999
28,18,2,0.9995
28,20,2,0.9954
28,22,2,0.9949
28,24,2,0.9779
28,26,2,0.996
28,28,2,0.9865
28,30,2,0.9964
28,38,1,0.766
28,40,1,0.9944
28,42,1,0.9965
28,44,1,0.5294
28,46,9,0.9072
28,48,9,0.9948
28,50,9,0.9995
28,52,9,0.9987
28,54,9,0.5933
28,56,5,0.6661
28,64,5,0.9838
28,66,5,0.7978
28,68,4,0.7853
30,-30,6,0.5671
30,-28,8,0.9376
30,-26,8,0.9519
30,-24,6,0.9971
30,-22,6,0.9998
30,-20,6,0.9957
30,-18,6,0.9998
30,-16,6,0.9977
30,-14,6,0.9995
30,-12,6,0.9999
30,-10,6,0.9995
30,-8,6,0.9884
30,-6,6,0.8135
30,-4,6,0.9629
30,-2,6,0.998
30,0,6,0.8133
30,2,6,0.5627
30,4,3,0.8631
30,6,3,0.9907
30,8,3,0.993
30,10,3,0.9887
30,12,3,0.8055
30,14,2,0.9816
30,16,2,0.9985
30,18,2,0.9998
30,20,2,0.9997
30,22,2,0.999
30,24,2,0.9986
30,26,2,0.9784
30,28,2,0.9874
30,30,2,0.9976
30,38,1,0.9984
30,40,1,0.9971
30,46,9,0.7502
30,48,9,0.9948
30,50,9,0.9994
30,52,9,0.9976
30,54,9,0.5624
30,58,5,0.8843
30,62,5,0.9902
30,64,5,0.9688
30,66,5,0.7528
30,68,4,0.7757
32,-28,6,0.9996
32,-26,6,0.9999
32,-24,6,0.9996
32,-22,6,0.9992
32,-20,6,0.9999
32,-18,6,0.9998
32,-16,6,0.9981
32,-14,6,0.9998
32,-12,6,0.9987
32,-10,6,1
32,-6,6,0.9956
32,-4,6,0.9893
32,0,6,0.8682
32,2,3,0.7616
32,4,3,0.874
32,6,3,0.9884
32,8,3,0.9912
32,10,3,0.9826
32,12,3,0.9364
32,14,3,0.5849
32,16,2,0.8996
32,18,2,0.9905
32,20,2,0.9998
32,22,2,0.9998
32,24,2,0.9997
32,26,2,0.9982
32,28,2,0.8672
32,30,2,0.9998
32,38,1,0.997
32,40,1,0.9913
32,48,9,0.9967
32,50,9,0.9994
32,52,9,0.991
32,54,5,0.6359
32,56,5,0.9082
32,58,5,0.941
32,60,5,0.9638
32,62,5,0.99
32,64,5,0.9738
32,66,5,0.9045
32,68,4,0.8406
34,-24,6,0.9983
34,-22,6,0.9924
34,-20,6,0.9645
34,-18,6,0.9977
34,-16,6,0.9936
34,-14,6,0.9999
34,-12,6,0.9996
34,-8,6,0.9998
34,-6,6,1
34,-4,6,0.9972
34,-2,6,0.8658
34,2,6,0.5907
34,4,6,0.6527
34,6,3,0.9767
34,8,3,0.9877
34,10,3,0.9463
34,12,3,0.8977
34,14,3,0.9317
34,16,3,0.6067
34,18,2,0.8006
34,20,2,0.9897
34,22,2,0.9976
34,24,2,0.9996
34,26,2,0.9997
34,28,2,0.9876
34,30,2,0.9744
34,38,1,0.9976
34,40,1,0.9908
34,46,9,0.631
34,48,9,0.9961
34,50,9,0.9993
34,52,9,0.9663
34,54,5,0.5845
34,56,5,0.93
34,58,5,0.9701
34,60,5,0.9802
34,62,5,0.988
34,64,5,0.983
34,66,5,0.8478
34,68,4,0.9083
36,-18,6,0.5828
36,-16,6,0.987
36,-14,6,0.9912
36,-12,6,0.9803
36,-10,6,0.9684
36,-8,6,0.9947
36,-6,6,0.9986
36,-4,6,0.9979
36,-2,6,0.9705
36,0,6,0.9996
36,2,3,0.9395
36,6,3,0.5131
36,8,6,0.9998
36,10,6,0.9181
36,12,3,0.9087
36,14,3,0.9473
36,16,3,0.9618
36,18,3,0.6308
36,20,2,0.7188
36,22,3,0.6178
36,28,2,0.9997
36,30,2,0.5858
36,32,2,0.9896
36,34,2,0.7982
36,36,2,0.97
36,38,1,0.9211
36,40,1,0.7829
36,48,9,0.9972
36,50,9,0.9978
36,52,9,0.8494
36,54,5,0.7511
36,56,5,0.8905
36,58,5,0.9681
36,60,5,0.9894
36,62,5,0.961
36,64,5,0.9794
36,68,4,0.9769
38,-16,6,0.9032
38,-14,6,0.9697
38,-12,6,0.8131
38,-10,6,0.671
38,-8,3,0.858
38,-6,3,0.7519
38,-4,6,0.9427
38,-2,6,0.9399
38,0,6,0.9474
38,2,6,0.9686
38,4,6,0.9994
38,6,6,0.9996
38,8,6,1
38,10,6,0.9996
38,12,6,0.9971
38,14,6,0.7298
38,16,3,0.5817
38,18,3,0.9958
38,26,2,0.9998
38,28,2,0.9783
38,30,2,0.9504
38,32,1,0.6654
38,34,1,0.618
38,36,1,0.7303
38,38,1,0.9976
38,40,9,0.9146
38,46,9,0.7634
38,48,9,0.9981
38,50,9,0.997
38,52,9,0.8679
38,54,5,0.7486
38,56,5,0.9066
38,58,5,0.9748
38,60,5,0.9908
38,62,5,0.9854
38,68,4,0.9972
40,-16,6,0.6284
40,-14,6,0.7818
40,-12,6,0.5772
40,-2,3,0.5776
40,0,6,0.8848
40,2,6,0.8694
40,4,6,0.9978
40,6,6,0.9929
40,8,6,0.9956
40,10,6,0.9149
40,12,6,0.6235
40,14,3,0.8427
40,22,3,0.9032
40,24,2,0.996
40,26,2,0.9869
40,28,2,0.9843
40,30,2,0.9426
40,32,1,0.8084
40,34,1,0.6682
40,36,2,0.5249
40,38,1,0.9814
40,40,9,0.9922
40,44,1,0.9148
40,46,9,0.8901
40,48,9,0.9985
40,50,9,0.9972
40,52,9,0.8882
40,54,5,0.6445
40,56,5,0.9276
40,58,5,0.9776
40,60,5,0.991
40,62,5,0.9846
